dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
317851200,1980-01-27 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,33.71,,23.22,25.36,33.01,34.16,1021,,,62,11.03,19,,,,,,54,803,Clouds,broken clouds,04n
317854800,1980-01-27 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,33.35,,22.57,25.12,32.76,33.84,1021,,,61,10.58,16,,,,,,4,800,Clear,sky is clear,01n
317858400,1980-01-27 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.77,,22.53,22.87,31.26,32.4,1023,,,65,11.16,17,,,,,,13,801,Clouds,few clouds,02n
317862000,1980-01-27 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.96,,23.05,23.02,31.48,32.52,1022,,,66,11.36,25,,,,,,17,801,Clouds,few clouds,02n
317865600,1980-01-28 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.95,,23.34,22.3,31.42,32.54,1023,,,67,13,26,,,,,,99,804,Clouds,overcast clouds,04d
317869200,1980-01-28 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.93,,23.32,21.87,31.1,32.59,1023,,,67,14,24,,,,,,96,804,Clouds,overcast clouds,04d
317872800,1980-01-28 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,33.69,,23.2,23.32,32.65,34.38,1023,,,62,16.26,28,,,,,,61,803,Clouds,broken clouds,04d
317876400,1980-01-28 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.34,,24.42,24.21,33.22,35.19,1024,,,64,16.13,32,,,,,,98,804,Clouds,overcast clouds,04d
317880000,1980-01-28 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.2,,24.62,24.24,33.03,35.06,1023,,,65,15.48,38,,,,,,100,804,Clouds,overcast clouds,04d
317883600,1980-01-28 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.88,,24.55,25.21,34.32,35.69,1023,,,63,15.19,40,,,,,,100,804,Clouds,overcast clouds,04d
317887200,1980-01-28 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.72,,24.06,25.05,34.03,35.29,1022,,,62,15.03,43,,,,,,100,804,Clouds,overcast clouds,04d
317890800,1980-01-28 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.45,,24.19,24.78,33.73,34.88,1022,,,63,14.85,43,,,,,,99,804,Clouds,overcast clouds,04d
317894400,1980-01-28 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,33.53,,23.4,23.77,32.85,33.89,1022,,,63,14.38,43,,,,,,100,804,Clouds,overcast clouds,04d
317898000,1980-01-28 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,33.98,,23.11,25.16,33.28,34.39,1022,,,61,12.26,42,,,,,,100,804,Clouds,overcast clouds,04d
317901600,1980-01-28 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.98,,25.48,23.36,31.42,32.32,1024,,,74,10.69,30,,,,,,100,804,Clouds,overcast clouds,04n
317905200,1980-01-28 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.89,,25.11,23.43,31.33,32.25,1024,,,73,10.33,31,,,,,,100,804,Clouds,overcast clouds,04n
317908800,1980-01-28 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.78,,24.71,23.14,31.32,32.2,1025,,,72,10.65,34,,,,,,100,804,Clouds,overcast clouds,04n
317912400,1980-01-28 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.77,,24.69,23.2,31.3,32.22,1025,,,72,10.47,32,,,,,,100,804,Clouds,overcast clouds,04n
317916000,1980-01-28 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.32,,24.55,22.86,30.88,31.66,1026,,,73,10.04,31,,,,,,99,804,Clouds,overcast clouds,04n
317919600,1980-01-28 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,29.19,,22.19,20.43,28.89,29.62,1026,,,72,9.66,32,,,,,,100,804,Clouds,overcast clouds,04n
317923200,1980-01-28 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,29.12,,22.42,20.89,28.76,29.57,1026,,,73,8.72,32,,,,,,99,804,Clouds,overcast clouds,04n
317926800,1980-01-28 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.36,,21.4,20.7,28.04,28.8,1026,,,72,7.58,23,,,,,,98,804,Clouds,overcast clouds,04n
317930400,1980-01-28 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28,,21.04,20.59,27.64,28.42,1026,,,72,7.14,26,,,,,,100,804,Clouds,overcast clouds,04n
317934000,1980-01-28 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.18,,21.22,21.52,27.79,28.51,1026,,,72,6.2,22,,,,,,100,804,Clouds,overcast clouds,04n
317937600,1980-01-28 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.46,,20.23,20.43,27.14,27.75,1026,,,71,6.49,14,,,,,,100,804,Clouds,overcast clouds,04n
317941200,1980-01-28 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.61,,20.07,20.55,27.27,27.93,1026,,,70,6.55,20,,,,,,100,804,Clouds,overcast clouds,04n
317944800,1980-01-28 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.11,,18.63,18.81,25.5,26.65,1026,,,70,6.49,25,,,,,,100,804,Clouds,overcast clouds,04n
317948400,1980-01-28 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,25.29,,17.82,18.52,24.51,26.04,1027,,,70,5.68,32,,,,,,97,804,Clouds,overcast clouds,04n
317952000,1980-01-29 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,25.23,,17.17,17.51,24.15,26.28,1027,,,68,6.78,27,,,,,,99,804,Clouds,overcast clouds,04d
317955600,1980-01-29 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,25.21,,17.15,16.83,25.02,25.66,1029,,,68,7.65,23,,,,,,99,804,Clouds,overcast clouds,04d
317959200,1980-01-29 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.76,,16.07,17.8,26.42,27.07,1030,,,60,9.04,26,,,,,,98,804,Clouds,overcast clouds,04d
317962800,1980-01-29 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.19,,14.72,17.76,26.87,27.48,1030,,,55,10,30,,,,,,98,804,Clouds,overcast clouds,04d
317966400,1980-01-29 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.39,,14.9,17.82,26.8,27.72,1029,,,55,10.36,29,,,,,,96,804,Clouds,overcast clouds,04d
317970000,1980-01-29 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.89,,15.17,19.76,28.15,29.21,1029,,,52,10.2,30,,,,,,98,804,Clouds,overcast clouds,04d
317973600,1980-01-29 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,29.57,,15.42,21.06,28.72,29.89,1028,,,51,9.4,33,,,,,,93,804,Clouds,overcast clouds,04d
317977200,1980-01-29 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.42,,16.21,22.62,29.61,30.81,1028,,,51,8.48,35,,,,,,97,804,Clouds,overcast clouds,04d
317980800,1980-01-29 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.18,,16,22.84,29.5,30.51,1028,,,51,7.7,40,,,,,,90,804,Clouds,overcast clouds,04d
317984400,1980-01-29 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.05,,18,25.25,30.43,31.42,1028,,,54,5.82,44,,,,,,74,803,Clouds,broken clouds,04d
317988000,1980-01-29 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.67,,9.19,23.58,27.16,29.61,1030,,,39,4.59,41,,,,,,84,803,Clouds,broken clouds,04n
317991600,1980-01-29 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.25,,10.65,24.22,29.34,30.9,1031,,,39,5.91,36,,,,,,99,804,Clouds,overcast clouds,04n
317995200,1980-01-29 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.32,,12.63,23.5,30.47,32.13,1032,,,41,8.86,45,,,,,,100,804,Clouds,overcast clouds,04n
317998800,1980-01-29 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.69,,13.01,21.29,29.46,31.51,1034,,,43,11.65,51,,,,,,100,804,Clouds,overcast clouds,04n
318002400,1980-01-29 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.66,,11.98,16.86,26.28,28.49,1034,,,47,13.02,54,,,,,,100,804,Clouds,overcast clouds,04n
318006000,1980-01-29 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,21.63,,5.92,9.88,20.43,22.37,1035,,,46,11.74,54,,,,,,100,804,Clouds,overcast clouds,04n
318009600,1980-01-29 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.66,,5,9.63,19.71,21.56,1037,,,46,10.09,52,,,,,,100,804,Clouds,overcast clouds,04n
318013200,1980-01-29 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,19,,-0.22,7.84,18.16,19.98,1037,,,38,9.64,51,,,,,,100,804,Clouds,overcast clouds,04n
318016800,1980-01-29 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,17.98,,-5.6,7.14,17.19,18.97,1037,,,30,8.84,50,,,,,,100,804,Clouds,overcast clouds,04n
318020400,1980-01-29 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,17.85,,-8.37,7.65,17.11,18.84,1037,,,26,7.96,49,,,,,,100,804,Clouds,overcast clouds,04n
318024000,1980-01-29 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,16.41,,-10.37,6.66,15.82,17.44,1037,,,25,7.07,50,,,,,,100,804,Clouds,overcast clouds,04n
318027600,1980-01-29 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,16.72,,-11.61,7.79,16.18,17.76,1037,,,23,6.24,52,,,,,,100,804,Clouds,overcast clouds,04n
318031200,1980-01-29 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,16,,-10.03,8.62,15.33,16.9,1037,,,26,4.72,57,,,,,,97,804,Clouds,overcast clouds,04n
318034800,1980-01-29 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,16.27,,-10.5,9.81,15.57,17.26,1038,,,25,4.07,74,,,,,,99,804,Clouds,overcast clouds,04n
318038400,1980-01-30 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,16.72,,-10.84,10.04,15.8,17.53,1038,,,24,4.27,93,,,,,,99,804,Clouds,overcast clouds,04d
318042000,1980-01-30 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,16.45,,-10.34,11.26,15.6,17.35,1039,,,25,3.27,109,,,,,,99,804,Clouds,overcast clouds,04d
318045600,1980-01-30 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,19.22,,-7.87,19.22,18.36,19.85,1039,,,25,2.75,140,,,,,,82,803,Clouds,broken clouds,04d
318049200,1980-01-30 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.7,,-2.43,23.7,22.95,24.51,1038,,,27,1.88,193,,,,,,91,804,Clouds,overcast clouds,04d
318052800,1980-01-30 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,24.1,,-0.09,24.1,23.47,24.96,1037,,,30,2.55,262,,,,,,94,804,Clouds,overcast clouds,04d
318056400,1980-01-30 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.78,,1.67,26.78,25.95,27.63,1035,,,29,2.89,288,,,,,,91,804,Clouds,overcast clouds,04d
318060000,1980-01-30 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.09,,1.96,22.96,26.01,27.77,1034,,,29,3.56,294,,,,,,97,804,Clouds,overcast clouds,04d
318063600,1980-01-30 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.18,,-0.06,22.44,25.84,27.97,1032,,,26,4.05,289,,,,,,88,804,Clouds,overcast clouds,04d
318067200,1980-01-30 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.27,,0.01,22.01,25.83,28.29,1032,,,26,4.52,281,,,,,,75,803,Clouds,broken clouds,04d
318070800,1980-01-30 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.29,,-1.41,24.53,26.13,29.88,1032,,,23,3.42,277,,,,,,42,802,Clouds,scattered clouds,03d
318074400,1980-01-30 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,22.48,,4.46,16.38,21.65,23.14,1032,,,41,4.56,253,,,,,,49,802,Clouds,scattered clouds,03n
318078000,1980-01-30 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.61,,4.03,18.37,23.25,23.99,1032,,,38,4,248,,,,,,63,803,Clouds,broken clouds,04n
318081600,1980-01-30 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.83,,4.23,18.27,23.49,24.33,1032,,,38,4.29,249,,,,,,93,804,Clouds,overcast clouds,04n
318085200,1980-01-30 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.65,,4.05,16.3,21.83,24.89,1032,,,38,5.97,252,,,,,,96,804,Clouds,overcast clouds,04n
318088800,1980-01-30 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,22.77,,3.74,13.8,21.11,24.35,1032,,,39,7.72,254,,,,,,68,803,Clouds,broken clouds,04n
318092400,1980-01-30 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.91,,4.8,11.53,19.18,22.66,1031,,,45,7.74,257,,,,,,71,803,Clouds,broken clouds,04n
318096000,1980-01-30 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,21.15,,4.14,11.28,19.35,22.82,1030,,,43,8.48,260,,,,,,17,801,Clouds,few clouds,02n
318099600,1980-01-30 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,21,,4.01,10.76,19.06,22.46,1030,,,43,8.97,265,,,,,,2,800,Clear,sky is clear,01n
318103200,1980-01-30 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.68,,4.15,10.42,18.95,22.03,1030,,,44,8.9,269,,,,,,0,800,Clear,sky is clear,01n
318106800,1980-01-30 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,21.02,,3.56,10.62,19.36,22.37,1029,,,42,9.22,272,,,,,,0,800,Clear,sky is clear,01n
318110400,1980-01-30 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.5,,3.99,10.17,18.97,21.79,1028,,,44,8.95,275,,,,,,0,800,Clear,sky is clear,01n
318114000,1980-01-30 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.82,,3.85,10.67,19.51,22.15,1028,,,43,8.79,275,,,,,,0,800,Clear,sky is clear,01n
318117600,1980-01-30 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.52,,4.87,9.79,19.31,22.06,1028,,,46,9.53,279,,,,,,73,803,Clouds,broken clouds,04n
318121200,1980-01-30 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.44,,4.8,9.32,19.35,21.97,1028,,,46,10.13,282,,,,,,0,800,Clear,sky is clear,01n
318124800,1980-01-31 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.57,,4.05,9.32,19.53,22.17,1029,,,44,10.38,283,,,,,,57,803,Clouds,broken clouds,04d
318128400,1980-01-31 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,20.03,,0.72,8.35,19.13,21.87,1030,,,38,10.89,285,,,,,,73,803,Clouds,broken clouds,04d
318132000,1980-01-31 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.72,,-1.73,12.85,22.6,25.47,1030,,,28,11.1,290,,,,,,46,802,Clouds,scattered clouds,03d
318135600,1980-01-31 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.8,,-0.15,19.36,27.55,30.61,1029,,,24,10.76,293,,,,,,17,801,Clouds,few clouds,02d
318139200,1980-01-31 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.78,,-0.17,19.29,27.32,30.51,1029,,,24,10.85,291,,,,,,42,802,Clouds,scattered clouds,03d
318142800,1980-01-31 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.74,,-1.91,21.31,29.23,32.41,1028,,,20,11.74,287,,,,,,90,804,Clouds,overcast clouds,04d
318146400,1980-01-31 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.36,,-2.24,20.64,29.01,32.02,1027,,,20,12.19,288,,,,,,97,804,Clouds,overcast clouds,04d
318150000,1980-01-31 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.02,,-1.61,20.03,28.71,31.59,1026,,,21,12.59,290,,,,,,36,802,Clouds,scattered clouds,03d
318153600,1980-01-31 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,29.98,,-0.76,19.83,28.85,31.51,1026,,,22,12.95,288,,,,,,69,803,Clouds,broken clouds,04d
318157200,1980-01-31 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.01,,0.99,21.92,29.86,32.5,1027,,,23,11.18,286,,,,,,84,803,Clouds,broken clouds,04d
318160800,1980-01-31 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.76,,5.86,17.06,25.83,27.99,1027,,,36,10.31,284,,,,,,81,803,Clouds,broken clouds,04n
318164400,1980-01-31 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.32,,6.91,17.11,26.38,28.49,1028,,,37,11.56,283,,,,,,58,803,Clouds,broken clouds,04n
318168000,1980-01-31 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.54,,7.11,17.04,26.55,28.63,1028,,,37,12.28,285,,,,,,10,800,Clear,sky is clear,01n
318171600,1980-01-31 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.22,,7.2,17.78,27.32,29.44,1029,,,36,12.55,286,,,,,,2,800,Clear,sky is clear,01n
318175200,1980-01-31 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.36,,6.94,17.04,26.33,28.65,1029,,,37,11.79,287,,,,,,0,800,Clear,sky is clear,01n
318178800,1980-01-31 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,25.43,,5.7,14.43,24.48,26.89,1029,,,38,12.19,288,,,,,,0,800,Clear,sky is clear,01n
318182400,1980-01-31 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,24.89,,5.7,14.16,23.77,26.53,1029,,,39,11.39,290,,,,,,0,800,Clear,sky is clear,01n
318186000,1980-01-31 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,24.21,,5.58,13.46,23,25.93,1029,,,40,11.07,292,,,,,,4,800,Clear,sky is clear,01n
318189600,1980-01-31 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.95,,4.84,13.48,22.66,25.79,1029,,,39,10.49,295,,,,,,0,800,Clear,sky is clear,01n
318193200,1980-01-31 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.88,,4.77,13.93,22.64,25.72,1029,,,39,9.55,293,,,,,,1,800,Clear,sky is clear,01n
318196800,1980-01-31 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,23.29,,4.71,13.6,21.99,25.14,1029,,,40,8.93,291,,,,,,1,800,Clear,sky is clear,01n
318200400,1980-01-31 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,24.01,,4.39,14.92,22.68,25.7,1029,,,38,8.28,288,,,,,,0,800,Clear,sky is clear,01n
318204000,1980-01-31 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,22.03,,4.03,12.65,20.7,24.03,1029,,,41,8.08,285,,,,,,7,800,Clear,sky is clear,01n
318207600,1980-01-31 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,22.21,,3.72,12.76,21,24.19,1030,,,40,8.23,282,,,,,,12,801,Clouds,few clouds,02n
318211200,1980-02-01 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,22.5,,3.99,13.3,20.97,24.64,1030,,,40,7.96,285,,,,,,16,801,Clouds,few clouds,02d
318214800,1980-02-01 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,22.59,,3.07,13.01,21.49,24.64,1030,,,38,8.52,293,,,,,,22,801,Clouds,few clouds,02d
318218400,1980-02-01 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.74,,1.65,18,25.63,28.44,1030,,,29,8.68,294,,,,,,4,800,Clear,sky is clear,01d
318222000,1980-02-01 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,32.9,,-1.1,25.84,31.5,34.5,1030,,,19,8.16,292,,,,,,0,800,Clear,sky is clear,01d
318225600,1980-02-01 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,32.67,,-2.29,26.02,31.14,34.16,1029,,,18,7.4,285,,,,,,0,800,Clear,sky is clear,01d
318229200,1980-02-01 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.83,,-5.39,28.49,33.12,36.1,1028,,,14,7.65,281,,,,,,3,800,Clear,sky is clear,01d
318232800,1980-02-01 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.84,,-4.09,27.93,33.21,36.1,1027,,,15,8.66,282,,,,,,21,801,Clouds,few clouds,02d
318236400,1980-02-01 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.81,,-4.11,27.5,33.21,36.09,1027,,,15,9.42,282,,,,,,35,802,Clouds,scattered clouds,03d
318240000,1980-02-01 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,34.27,,-1.08,26.94,32.63,35.65,1027,,,18,9.22,282,,,,,,44,802,Clouds,scattered clouds,03d
318243600,1980-02-01 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,35.56,,-0.09,29.86,35.01,36.52,1027,,,18,6.89,281,,,,,,37,802,Clouds,scattered clouds,03d
318247200,1980-02-01 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,29.59,,4.86,23.77,28.99,29.93,1027,,,30,5.5,276,,,,,,7,800,Clear,sky is clear,01n
318250800,1980-02-01 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.15,,5.61,24.53,31.1,31.19,1027,,,29,6.91,277,,,,,,12,801,Clouds,few clouds,02n
318254400,1980-02-01 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.73,,7.43,24.24,31.6,31.91,1028,,,31,8.46,271,,,,,,63,803,Clouds,broken clouds,04n
318258000,1980-02-01 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.83,,6.62,22.3,30.65,31.15,1030,,,31,9.95,269,,,,,,69,803,Clouds,broken clouds,04n
318261600,1980-02-01 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,30.58,,7.02,22.1,30.25,31.03,1029,,,32,9.75,270,,,,,,53,803,Clouds,broken clouds,04n
318265200,1980-02-01 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.31,,7.81,19.13,26.73,29.88,1029,,,37,10.04,276,,,,,,5,800,Clear,sky is clear,01n
318268800,1980-02-01 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.79,,7.86,18.18,26.26,29.44,1029,,,38,10.63,280,,,,,,1,800,Clear,sky is clear,01n
318272400,1980-02-01 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.24,,6.94,16.7,24.62,28,1029,,,39,9.8,280,,,,,,0,800,Clear,sky is clear,01n
318276000,1980-02-01 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.03,,8.67,17.98,25.07,28.76,1029,,,41,9.31,278,,,,,,0,800,Clear,sky is clear,01n
318279600,1980-02-01 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,28.04,,9.61,19.9,27.28,29.17,1029,,,41,8.19,280,,,,,,0,800,Clear,sky is clear,01n
318283200,1980-02-01 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.27,,9.36,19.9,26.46,28.44,1028,,,42,6.85,282,,,,,,0,800,Clear,sky is clear,01n
318286800,1980-02-01 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.29,,7.99,19.72,25.65,27.18,1028,,,41,5.68,280,,,,,,0,800,Clear,sky is clear,01n
318290400,1980-02-01 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.02,,9.14,19.76,25.5,26.92,1029,,,44,5.3,281,,,,,,0,800,Clear,sky is clear,01n
318294000,1980-02-01 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,25.57,,8.71,19.47,25.16,26.29,1028,,,44,5.06,275,,,,,,5,800,Clear,sky is clear,01n
318297600,1980-02-02 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,26.31,,8.47,19.56,25.86,27.14,1029,,,42,5.88,273,,,,,,79,803,Clouds,broken clouds,04d
318301200,1980-02-02 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,27.34,,9.43,20.43,26.82,28.4,1030,,,42,6.31,276,,,,,,66,803,Clouds,broken clouds,04d
318304800,1980-02-02 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,31.6,,7.95,24.98,30.02,33.62,1029,,,32,7.07,279,,,,,,43,802,Clouds,scattered clouds,03d
318308400,1980-02-02 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,36.88,,8.06,30.61,35.76,38.84,1029,,,26,8.32,281,,,,,,43,802,Clouds,scattered clouds,03d
318312000,1980-02-02 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,36.12,,8.2,29.77,34.77,37.98,1029,,,27,8.16,286,,,,,,13,801,Clouds,few clouds,02d
318315600,1980-02-02 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,38.5,,5.11,32.77,36.99,40.12,1027,,,21,7.99,285,,,,,,0,800,Clear,sky is clear,01d
318319200,1980-02-02 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,38.61,,5.2,32.76,37.08,40.14,1026,,,21,8.25,283,,,,,,0,800,Clear,sky is clear,01d
318322800,1980-02-02 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,39.06,,4.59,33.21,38.57,40.14,1026,,,20,8.43,278,,,,,,0,800,Clear,sky is clear,01d
318326400,1980-02-02 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,39.22,,4.71,33.49,38.79,40.24,1025,,,20,8.25,275,,,,,,0,800,Clear,sky is clear,01d
318330000,1980-02-02 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,40.1,,5.38,36.1,39.56,41.14,1026,,,20,5.66,273,,,,,,0,800,Clear,sky is clear,01d
